invoice_number,invoice_date,payment_due_date,invoice_type_code,payment_means_type_code,transaction_type,currency_code,tax_category_code,seller_name,seller_trn,seller_address,seller_city,seller_subdivision,seller_country_code,seller_legal_registration,seller_registration_identifier_type,buyer_name,buyer_trn,buyer_address,buyer_city,buyer_subdivision,buyer_country_code,buyer_legal_registration,buyer_registration_identifier_type,line_id,item_name,unit_of_measure,quantity,unit_price,line_net_amount,tax_category,tax_rate,tax_amount,total_without_tax,total_with_tax,amount_due
INV-2026-X-222,2026-04-01,2026-04-16,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 222,,"Floor 23, Office 2",Sharjah,SH,AE,,,1,Managed Security Services,EA,5,1200.0,6000.0,S,0.05,300.0,6000.0,6300.0,6300.0
INV-2026-X-223,2026-04-05,2026-04-25,380,42,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 223,,"Floor 23, Office 3",Ajman,AJ,AE,,,1,Compliance Audit Fees,EA,1,500.0,500.0,E,0.0,0.0,500.0,500.0,500.0
INV-2026-X-224,2026-04-01,2026-04-27,380,10,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 224,,"Floor 23, Office 4",Ras Al Khaimah,RK,AE,,,1,Managed Security Services,EA,3,500.0,1500.0,Z,0.0,0.0,1500.0,1500.0,1500.0
INV-2026-X-225,2026-04-04,2026-04-25,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 225,100938988349,"Floor 23, Office 5",Umm Al Quwain,UQ,AE,L-600225,DED,1,Managed Security Services,EA,10,100.0,1000.0,E,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-X-226,2026-04-01,2026-04-20,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 226,100188645821,"Floor 23, Office 6",Ajman,AJ,AE,L-600226,DED,1,Data Analytics Workshop,EA,5,2500.0,12500.0,Z,0.0,0.0,12500.0,12500.0,12500.0
INV-2026-X-227,2026-04-01,2026-04-18,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 227,100624805831,"Floor 23, Office 7",Ras Al Khaimah,RK,AE,L-600227,DED,1,Network Infrastructure Gear,EA,8,100.0,800.0,S,0.05,40.0,800.0,840.0,840.0
INV-2026-X-228,2026-04-06,2026-04-16,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 228,100610316729,"Floor 23, Office 8",Ras Al Khaimah,RK,AE,L-600228,DED,1,Managed Security Services,EA,6,1200.0,7200.0,Z,0.0,0.0,7200.0,7200.0,7200.0
INV-2026-X-229,2026-04-02,2026-04-25,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 229,100252812336,"Floor 23, Office 9",Dubai,DU,AE,L-600229,DED,1,Strategic Cloud Consulting,EA,7,1200.0,8400.0,Z,0.0,0.0,8400.0,8400.0,8400.0
INV-2026-X-230,2026-04-06,2026-04-30,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 230,100202746661,"Floor 24, Office 0",Dubai,DU,AE,L-600230,DED,1,Compliance Audit Fees,EA,3,500.0,1500.0,E,0.0,0.0,1500.0,1500.0,1500.0
INV-2026-X-231,2026-04-02,2026-04-18,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 231,100376270833,"Floor 24, Office 1",Abu Dhabi,AZ,AE,L-600231,DED,1,Data Analytics Workshop,EA,3,1200.0,3600.0,Z,0.0,0.0,3600.0,3600.0,3600.0
INV-2026-X-232,2026-04-01,2026-04-20,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 232,,"Floor 24, Office 2",Abu Dhabi,AZ,AE,,,1,Strategic Cloud Consulting,EA,1,1200.0,1200.0,S,0.05,60.0,1200.0,1260.0,1260.0
INV-2026-X-233,2026-04-02,2026-04-28,380,42,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 233,,"Floor 24, Office 3",Umm Al Quwain,UQ,AE,,,1,Data Analytics Workshop,EA,7,1200.0,8400.0,Z,0.0,0.0,8400.0,8400.0,8400.0
INV-2026-X-234,2026-04-03,2026-04-25,380,42,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 234,,"Floor 24, Office 4",Ajman,AJ,AE,,,1,Annual Platform Support,EA,10,2500.0,25000.0,Z,0.0,0.0,25000.0,25000.0,25000.0
INV-2026-X-235,2026-04-03,2026-04-21,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 235,100214693060,"Floor 24, Office 5",Abu Dhabi,AZ,AE,L-600235,DED,1,Enterprise ERP License,EA,6,1200.0,7200.0,Z,0.0,0.0,7200.0,7200.0,7200.0
INV-2026-X-236,2026-04-01,2026-04-20,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 236,100584535083,"Floor 24, Office 6",Abu Dhabi,AZ,AE,L-600236,DED,1,Compliance Audit Fees,EA,2,100.0,200.0,E,0.0,0.0,200.0,200.0,200.0
INV-2026-X-237,2026-04-02,2026-04-27,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 237,100800611880,"Floor 24, Office 7",Sharjah,SH,AE,L-600237,DED,1,Managed Security Services,EA,4,2500.0,10000.0,E,0.0,0.0,10000.0,10000.0,10000.0
INV-2026-X-238,2026-04-02,2026-04-29,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 238,,"Floor 24, Office 8",Dubai,DU,AE,,,1,Annual Platform Support,EA,4,500.0,2000.0,E,0.0,0.0,2000.0,2000.0,2000.0
INV-2026-X-239,2026-04-01,2026-04-24,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 239,,"Floor 24, Office 9",Dubai,DU,AE,,,1,Network Infrastructure Gear,EA,1,1200.0,1200.0,S,0.05,60.0,1200.0,1260.0,1260.0
INV-2026-X-240,2026-04-03,2026-04-24,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 240,100511744803,"Floor 25, Office 0",Fujairah,FU,AE,L-600240,DED,1,Data Analytics Workshop,EA,6,2500.0,15000.0,E,0.0,0.0,15000.0,15000.0,15000.0
INV-2026-X-241,2026-04-05,2026-04-28,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 241,100374995356,"Floor 25, Office 1",Ajman,AJ,AE,L-600241,DED,1,Annual Platform Support,EA,3,2500.0,7500.0,S,0.05,375.0,7500.0,7875.0,7875.0
INV-2026-X-242,2026-04-06,2026-04-22,380,30,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 242,,"Floor 25, Office 2",Ajman,AJ,AE,,,1,Enterprise ERP License,EA,3,100.0,300.0,Z,0.0,0.0,300.0,300.0,300.0
INV-2026-X-243,2026-04-02,2026-04-24,380,30,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 243,,"Floor 25, Office 3",Dubai,DU,AE,,,1,Data Analytics Workshop,EA,3,500.0,1500.0,E,0.0,0.0,1500.0,1500.0,1500.0
INV-2026-X-244,2026-04-02,2026-04-23,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 244,100948712311,"Floor 25, Office 4",Dubai,DU,AE,L-600244,DED,1,Data Analytics Workshop,EA,4,100.0,400.0,Z,0.0,0.0,400.0,400.0,400.0
INV-2026-X-245,2026-04-02,2026-04-17,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 245,100365543328,"Floor 25, Office 5",Ajman,AJ,AE,L-600245,DED,1,Enterprise ERP License,EA,5,2500.0,12500.0,Z,0.0,0.0,12500.0,12500.0,12500.0
INV-2026-X-246,2026-04-05,2026-04-29,380,30,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 246,,"Floor 25, Office 6",Sharjah,SH,AE,,,1,Annual Platform Support,EA,4,1200.0,4800.0,E,0.0,0.0,4800.0,4800.0,4800.0
INV-2026-X-247,2026-04-05,2026-04-19,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 247,100764962405,"Floor 25, Office 7",Sharjah,SH,AE,L-600247,DED,1,Compliance Audit Fees,EA,7,100.0,700.0,E,0.0,0.0,700.0,700.0,700.0
INV-2026-X-248,2026-04-01,2026-04-20,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 248,100660861123,"Floor 25, Office 8",Abu Dhabi,AZ,AE,L-600248,DED,1,Annual Platform Support,EA,9,100.0,900.0,E,0.0,0.0,900.0,900.0,900.0
INV-2026-X-249,2026-04-05,2026-04-30,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 249,100912540182,"Floor 25, Office 9",Fujairah,FU,AE,L-600249,DED,1,Network Infrastructure Gear,EA,3,2500.0,7500.0,S,0.05,375.0,7500.0,7875.0,7875.0
INV-2026-X-250,2026-04-04,2026-04-29,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 250,,"Floor 26, Office 0",Fujairah,FU,AE,,,1,Network Infrastructure Gear,EA,1,1200.0,1200.0,S,0.05,60.0,1200.0,1260.0,1260.0
INV-2026-X-251,2026-04-06,2026-04-21,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 251,100542109365,"Floor 26, Office 1",Fujairah,FU,AE,L-600251,DED,1,Annual Platform Support,EA,9,1200.0,10800.0,E,0.0,0.0,10800.0,10800.0,10800.0
INV-2026-X-252,2026-04-05,2026-04-20,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 252,100224859295,"Floor 26, Office 2",Ras Al Khaimah,RK,AE,L-600252,DED,1,Data Analytics Workshop,EA,8,100.0,800.0,E,0.0,0.0,800.0,800.0,800.0
INV-2026-X-253,2026-04-06,2026-04-26,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 253,100697316840,"Floor 26, Office 3",Sharjah,SH,AE,L-600253,DED,1,Data Analytics Workshop,EA,3,2500.0,7500.0,E,0.0,0.0,7500.0,7500.0,7500.0
INV-2026-X-254,2026-04-05,2026-04-22,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 254,100236250245,"Floor 26, Office 4",Sharjah,SH,AE,L-600254,DED,1,Enterprise ERP License,EA,3,2500.0,7500.0,Z,0.0,0.0,7500.0,7500.0,7500.0
INV-2026-X-255,2026-04-05,2026-04-19,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 255,100468590633,"Floor 26, Office 5",Umm Al Quwain,UQ,AE,L-600255,DED,1,Managed Security Services,EA,4,500.0,2000.0,Z,0.0,0.0,2000.0,2000.0,2000.0
INV-2026-X-256,2026-04-05,2026-04-21,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 256,100294726136,"Floor 26, Office 6",Sharjah,SH,AE,L-600256,DED,1,Annual Platform Support,EA,5,100.0,500.0,E,0.0,0.0,500.0,500.0,500.0
INV-2026-X-257,2026-04-02,2026-04-24,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 257,,"Floor 26, Office 7",Abu Dhabi,AZ,AE,,,1,Compliance Audit Fees,EA,3,2500.0,7500.0,S,0.05,375.0,7500.0,7875.0,7875.0
INV-2026-X-258,2026-04-06,2026-04-30,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 258,100372103201,"Floor 26, Office 8",Fujairah,FU,AE,L-600258,DED,1,Data Analytics Workshop,EA,5,2500.0,12500.0,Z,0.0,0.0,12500.0,12500.0,12500.0
INV-2026-X-259,2026-04-01,2026-04-29,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 259,100602006681,"Floor 26, Office 9",Ajman,AJ,AE,L-600259,DED,1,Strategic Cloud Consulting,EA,9,500.0,4500.0,Z,0.0,0.0,4500.0,4500.0,4500.0
INV-2026-X-260,2026-04-05,2026-04-27,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 260,,"Floor 27, Office 0",Sharjah,SH,AE,,,1,Strategic Cloud Consulting,EA,1,1200.0,1200.0,E,0.0,0.0,1200.0,1200.0,1200.0
INV-2026-X-261,2026-04-02,2026-04-17,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 261,,"Floor 27, Office 1",Abu Dhabi,AZ,AE,,,1,Data Analytics Workshop,EA,7,1200.0,8400.0,E,0.0,0.0,8400.0,8400.0,8400.0
INV-2026-X-262,2026-04-01,2026-04-28,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 262,100777644419,"Floor 27, Office 2",Ajman,AJ,AE,L-600262,DED,1,Enterprise ERP License,EA,10,1200.0,12000.0,E,0.0,0.0,12000.0,12000.0,12000.0
INV-2026-X-263,2026-04-04,2026-04-16,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 263,,"Floor 27, Office 3",Abu Dhabi,AZ,AE,,,1,Enterprise ERP License,EA,7,100.0,700.0,E,0.0,0.0,700.0,700.0,700.0
INV-2026-X-264,2026-04-02,2026-04-28,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 264,100516197138,"Floor 27, Office 4",Abu Dhabi,AZ,AE,L-600264,DED,1,Annual Platform Support,EA,3,1200.0,3600.0,Z,0.0,0.0,3600.0,3600.0,3600.0
INV-2026-X-265,2026-04-03,2026-04-29,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 265,100593726960,"Floor 27, Office 5",Sharjah,SH,AE,L-600265,DED,1,Strategic Cloud Consulting,EA,7,100.0,700.0,Z,0.0,0.0,700.0,700.0,700.0
INV-2026-X-266,2026-04-04,2026-04-26,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 266,100381969732,"Floor 27, Office 6",Fujairah,FU,AE,L-600266,DED,1,Strategic Cloud Consulting,EA,9,2500.0,22500.0,S,0.05,1125.0,22500.0,23625.0,23625.0
INV-2026-X-267,2026-04-05,2026-04-24,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 267,100392498302,"Floor 27, Office 7",Sharjah,SH,AE,L-600267,DED,1,Managed Security Services,EA,5,1200.0,6000.0,Z,0.0,0.0,6000.0,6000.0,6000.0
INV-2026-X-268,2026-04-05,2026-04-27,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 268,100509297763,"Floor 27, Office 8",Sharjah,SH,AE,L-600268,DED,1,Enterprise ERP License,EA,5,2500.0,12500.0,S,0.05,625.0,12500.0,13125.0,13125.0
INV-2026-X-269,2026-04-06,2026-04-18,380,42,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 269,,"Floor 27, Office 9",Abu Dhabi,AZ,AE,,,1,Compliance Audit Fees,EA,7,500.0,3500.0,Z,0.0,0.0,3500.0,3500.0,3500.0
INV-2026-X-270,2026-04-01,2026-04-27,380,42,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 270,,"Floor 28, Office 0",Fujairah,FU,AE,,,1,Compliance Audit Fees,EA,9,100.0,900.0,E,0.0,0.0,900.0,900.0,900.0
INV-2026-X-271,2026-04-05,2026-05-01,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 271,100317167911,"Floor 28, Office 1",Sharjah,SH,AE,L-600271,DED,1,Data Analytics Workshop,EA,7,100.0,700.0,E,0.0,0.0,700.0,700.0,700.0
INV-2026-X-272,2026-04-04,2026-04-29,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 272,100470860101,"Floor 28, Office 2",Sharjah,SH,AE,L-600272,DED,1,Compliance Audit Fees,EA,10,1200.0,12000.0,E,0.0,0.0,12000.0,12000.0,12000.0
INV-2026-X-273,2026-04-06,2026-04-26,380,42,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 273,,"Floor 28, Office 3",Abu Dhabi,AZ,AE,,,1,Strategic Cloud Consulting,EA,8,1200.0,9600.0,E,0.0,0.0,9600.0,9600.0,9600.0
INV-2026-X-274,2026-04-01,2026-04-18,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 274,100620265829,"Floor 28, Office 4",Sharjah,SH,AE,L-600274,DED,1,Strategic Cloud Consulting,EA,6,100.0,600.0,Z,0.0,0.0,600.0,600.0,600.0
INV-2026-X-275,2026-04-06,2026-04-29,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 275,100135368223,"Floor 28, Office 5",Dubai,DU,AE,L-600275,DED,1,Strategic Cloud Consulting,EA,1,500.0,500.0,E,0.0,0.0,500.0,500.0,500.0
INV-2026-X-276,2026-04-01,2026-04-23,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 276,100207888140,"Floor 28, Office 6",Fujairah,FU,AE,L-600276,DED,1,Compliance Audit Fees,EA,9,1200.0,10800.0,S,0.05,540.0,10800.0,11340.0,11340.0
INV-2026-X-277,2026-04-01,2026-04-20,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 277,100358515986,"Floor 28, Office 7",Sharjah,SH,AE,L-600277,DED,1,Strategic Cloud Consulting,EA,2,1200.0,2400.0,S,0.05,120.0,2400.0,2520.0,2520.0
INV-2026-X-278,2026-04-03,2026-04-23,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 278,100224928391,"Floor 28, Office 8",Fujairah,FU,AE,L-600278,DED,1,Network Infrastructure Gear,EA,3,1200.0,3600.0,E,0.0,0.0,3600.0,3600.0,3600.0
INV-2026-X-279,2026-04-05,2026-04-16,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 279,100446379000,"Floor 28, Office 9",Abu Dhabi,AZ,AE,L-600279,DED,1,Annual Platform Support,EA,3,100.0,300.0,S,0.05,15.0,300.0,315.0,315.0
INV-2026-X-280,2026-04-01,2026-04-26,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 280,,"Floor 29, Office 0",Umm Al Quwain,UQ,AE,,,1,Data Analytics Workshop,EA,9,1200.0,10800.0,E,0.0,0.0,10800.0,10800.0,10800.0
INV-2026-X-281,2026-04-02,2026-04-23,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 281,100948498548,"Floor 29, Office 1",Abu Dhabi,AZ,AE,L-600281,DED,1,Enterprise ERP License,EA,5,100.0,500.0,E,0.0,0.0,500.0,500.0,500.0
INV-2026-X-282,2026-04-04,2026-04-29,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 282,,"Floor 29, Office 2",Sharjah,SH,AE,,,1,Compliance Audit Fees,EA,5,500.0,2500.0,E,0.0,0.0,2500.0,2500.0,2500.0
INV-2026-X-283,2026-04-04,2026-04-16,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 283,100633969364,"Floor 29, Office 3",Fujairah,FU,AE,L-600283,DED,1,Enterprise ERP License,EA,4,100.0,400.0,S,0.05,20.0,400.0,420.0,420.0
INV-2026-X-284,2026-04-04,2026-04-29,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 284,,"Floor 29, Office 4",Ras Al Khaimah,RK,AE,,,1,Network Infrastructure Gear,EA,4,100.0,400.0,S,0.05,20.0,400.0,420.0,420.0
INV-2026-X-285,2026-04-05,2026-04-21,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 285,100160822134,"Floor 29, Office 5",Umm Al Quwain,UQ,AE,L-600285,DED,1,Data Analytics Workshop,EA,7,100.0,700.0,Z,0.0,0.0,700.0,700.0,700.0
INV-2026-X-286,2026-04-03,2026-04-17,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 286,100514578766,"Floor 29, Office 6",Fujairah,FU,AE,L-600286,DED,1,Annual Platform Support,EA,4,100.0,400.0,E,0.0,0.0,400.0,400.0,400.0
INV-2026-X-287,2026-04-01,2026-04-28,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 287,100968945489,"Floor 29, Office 7",Abu Dhabi,AZ,AE,L-600287,DED,1,Network Infrastructure Gear,EA,10,1200.0,12000.0,Z,0.0,0.0,12000.0,12000.0,12000.0
INV-2026-X-288,2026-04-05,2026-04-16,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 288,100991291452,"Floor 29, Office 8",Ajman,AJ,AE,L-600288,DED,1,Managed Security Services,EA,4,2500.0,10000.0,S,0.05,500.0,10000.0,10500.0,10500.0
INV-2026-X-289,2026-04-06,2026-04-27,380,42,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 289,,"Floor 29, Office 9",Umm Al Quwain,UQ,AE,,,1,Data Analytics Workshop,EA,1,1200.0,1200.0,E,0.0,0.0,1200.0,1200.0,1200.0
INV-2026-X-290,2026-04-04,2026-04-23,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 290,100581994251,"Floor 30, Office 0",Dubai,DU,AE,L-600290,DED,1,Compliance Audit Fees,EA,7,500.0,3500.0,Z,0.0,0.0,3500.0,3500.0,3500.0
INV-2026-X-291,2026-04-05,2026-04-25,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 291,100181087307,"Floor 30, Office 1",Umm Al Quwain,UQ,AE,L-600291,DED,1,Compliance Audit Fees,EA,3,500.0,1500.0,S,0.05,75.0,1500.0,1575.0,1575.0
INV-2026-X-292,2026-04-02,2026-04-20,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 292,100852218174,"Floor 30, Office 2",Ras Al Khaimah,RK,AE,L-600292,DED,1,Annual Platform Support,EA,4,2500.0,10000.0,E,0.0,0.0,10000.0,10000.0,10000.0
INV-2026-X-293,2026-04-04,2026-04-21,380,30,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 293,,"Floor 30, Office 3",Fujairah,FU,AE,,,1,Managed Security Services,EA,3,100.0,300.0,Z,0.0,0.0,300.0,300.0,300.0
INV-2026-X-294,2026-04-05,2026-04-25,380,42,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 294,,"Floor 30, Office 4",Sharjah,SH,AE,,,1,Data Analytics Workshop,EA,9,500.0,4500.0,Z,0.0,0.0,4500.0,4500.0,4500.0
INV-2026-X-295,2026-04-06,2026-04-22,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 295,,"Floor 30, Office 5",Fujairah,FU,AE,,,1,Enterprise ERP License,EA,9,1200.0,10800.0,E,0.0,0.0,10800.0,10800.0,10800.0
INV-2026-X-296,2026-04-04,2026-04-26,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 296,100272548776,"Floor 30, Office 6",Umm Al Quwain,UQ,AE,L-600296,DED,1,Annual Platform Support,EA,3,1200.0,3600.0,Z,0.0,0.0,3600.0,3600.0,3600.0
